title,author,isbn,year,editorial
El Fin De La Infancia,Arthur C. Clarke,9788445009925,2021,Minotauro
El Silmaril·Lion,J.r.r. Tolkien,9788418327612,2021,Fanbooks
El Lunes Empieza El Sabado,Arkadi y Boris Strugatski,9788418701108,2021,Gigamesh
Sostener El Cielo,Cixin Liu,9788418037252,2021,Nova
Gotas,Elio Quiroga Rodriguez,9788418510489,2021,Dolmen Editorial
Bohemios Del Valle De Sesqua,Wilum Hopfrog Pugmire,9788412281316,2021,La Biblioteca De Carfax
Historias De Japon: Viaje Por El Pais De Los Samurais Del Sushi Y De La Tecnologia Punta,Xavier Moret,9788499429182,2021,Peninsula
Cuando Las Sombras Se Alcen (Trilogia La Era De La Oscuridad 2),Katy Rose Pool,9788416517428,2021,Umbriel
Las Mareas Negras Del Cielo,Neon Yang,9788412319606,2021,Duermevela Ediciones
Simulacra,Philip K. Dick,9788445007341,2021,Minotauro
El Que Acecha En El Umbral,H.p. Lovecraft,9788418153273,2021,Espuela De Plata
Tierra De Clanes: Whisky Guerras Y Una Aventura Escocesa Sin Igual,Graham Mctavish,9788418216220,2021,Principal De Los Libros
Banyuls Mon Amour,Xavier Febres Verdu,9788412324037,2021,Vibop Edicions
Londra,Henry James,9788417930943,2021,Casimiro Libros
Afterparty,Daryl Gregory,9788417507633,2021,Gigamesh
El Nacimiento De Un Heroe,Jin Yong,9788418107832,2021,S.A.) Salamandra (Publicaciones Y Ediciones Salamandra
El Mañana Revelado,John Atkins,9788412291919,2021,La Biblioteca Del Laberinto
Gastronomia Pangalactica Para Gourmets,Sergi Alvarez,9788412261370,2021,Orciny Press
Cuadernos Perdidos De Japon,Patricia Almarcegui,9788418504310,2021,Candaya
La Chica Oculta Y Otros Relatos,Ken Liu,9788413623276,2021,Alianza Editorial
¡Que Entre El Cerdo Hormiguero!,Jessica Anthony,9788432238864,2021,Seix Barral
A La Sombra Del Baobab: Viaje En Busca De Las Raices De Africa,Xavier Moret,9788499429229,2021,Peninsula
Las Bestias Olvidadas De Eld,Patricia Mckillip,9788412319613,2021,Duermevela Ediciones
Les Lluminoses,Lauren Beukes,9788412235692,2021,Mai Mes Editorial
Histories Del Japo,Xavier Moret,9788498094725,2021,Portic
Postmorten,Isabella Folk,9788412292305,2021,Atlantis
El Crescendo Del Dragon,Tiffany Calligaris,9788445009215,2021,Minotauro
Viaje A Oxiana,Robert Byron,9788412100389,2021,Confluencias
Los Hilos Rojos De La Fortuna,Neon Yang,9788412319644,2021,Duermevela Ediciones
El Monje Y La Hija Del Verdugo,Ambrose Bierce,9788412314328,2021,Libros Del Zorro Rojo
La Ultima Emperox Nº 03/03,John Scalzi,9788445009864,2021,Minotauro
Mi Amor La Osa Blanca,Vitali Shentalinski,9788418218392,2021,Galaxia Gutenberg
Laberinto De Muerte,Philip K. Dick,9788445007433,2021,Minotauro
Los Dones Nº 01/03,Ursula K. Le Guin,9788445009895,2021,Minotauro
Hyde,Craig Russell,9788418417450,2021,Roca Editorial De Libros
Sabio Idiota,Ricardo Montesinos,9788412104370,2021,Insolita Editorial
El Marroc Sensual,Aurora Bertrana,9788416738601,2021,Rata
Binti: Casa,Nnedi Okorafor,9788417925550,2021,Rayo Verde
De La Ceniza Volveras,Ray Bradbury,9788445007624,2021,Minotauro
Cronicas Completas,Hebe Uhart,9788416287857,2021,Adriana Hidalgo Editora
El Retorno De La Espada,Francisco Javier Illan Vivas,9788417433406,2021,M.A.R Editor
Una Mirada A La Oscuridad,Philip K. Dick,9788445007310,2021,Minotauro
Los Sonambulos,Chuck Wendig,9788418417559,2021,Roca Editorial De Libros
Obscura 2: Diez Relatos,Juan Miguel Aguilera,9788412256765,2021,Obscura Editorial S.L.
La Rueda Del Tiempo Nº 11/14 Cuchillo De Sueños,Robert Jordan,9788445007105,2021,Minotauro
Planilandia,Edwin A. Abbott,9788418292378,2021,Laertes
Lavondyss,Robert Holdstock,9788417507978,2021,Gigamesh
Cts Age Of Sigmar 1: Tormenta De Guerra,Nick Kyme,9788445010655,2021,Minotauro
Los Cuadernos Lovecraft Nº 03. Las Ratas De Las Paredes,H.p. Lovecraft,9788445010518,2022,Minotauro
Negorith,Ivan Ledesma,9788412329674,2021,El Transbordador
Trucos Para Triunfar En La Vida,Enrique Jardiel Poncela,9788413375946,2021,Verbum
Cts Los Caminantes 1,Carlos Sisi,9788445010624,2022,Minotauro
Viaje En Autobus,Josep Pla,9788437642956,2021,Catedra
Los Mil Orcos (Reinos Olvidados: Las Espadas Del Cazador 1),R.a. Salvatore,9788448037628,2004,Timun Mas
El Desierto: Pequeña Antologia,Roselyne Chenu,9788497163378,2004,Jose J. De Olañeta
Tu El Inmortal (Premio Hugo 1966),Roger Zelazny,9788496173163,2004,Bibliopolis
Camelladas: Exploraciones Por El Verdadero Sahara (2ª Ed.),Théodore Monod,9788497163354,2004,Jose J. De Olañeta
El Rio,Wade Davis,9788481916171,2004,Pre-Textos
Morth 1,Terry Pratchett,9788412363302,2021,Maimes Editorial
Lobos Del Calla (Saga La Torre Oscura 5),Stephen King,9788401335297,2004,Plaza & Janes Editores
Bosque Mitago,Robert Holdstock,9788417507534,2011,Gigamesh
Todos Los Cuentos (Vol. 2),Edgar Allan Poe,9788481094947,2003,Galaxia Gutenberg
La Busqueda Onirica De La Desconocida Kadath (Ciclo Randolph Cart Er Ii),H.p. Lovecraft,9788441414990,2004,Edaf
Viatge Sense Final,Brian W. Aldiss,9788497791793,2011,Pages
Libros De Sangre (Vol. 2),Clive Barker,9788498000405,2004,La Factoria De Ideas
El Rey Del Mundo (Premio Sial De Narrativa 2003),Victor Andresco,9788495498717,2004,Sial
Viatge D Hivern A Madeira (Premi Narrativa Premis Lleida 2002),Jaume Benavente,9788497791342,2011,Pages
Brooklyn Brujas Nº 01/03 Labyrinth Lost,Zoraida Cordova,9788445008812,2021,Minotauro
Homine Ex Machina,Carlos Sisi,9788445009758,2021,Minotauro
La Transmigracion De Timothy Archer,Philip K. Dick,9788445007419,2021,Minotauro
Nuestros Amigos De Frolik 8,Philip K. Dick,9788445007327,2021,Minotauro
Salvation. Libro I,Peter F. Hamilton,9788412194937,2021,Orok
Viaje A Las Tres Fronteras,Jose Luis Telleria,9788416443147,2021,Libros Del Jata
Star Wars Escuadron Alfabeto Nº 01/03 (Novela),Alexander Freed,9788413417837,2021,Planeta De Agostini
24639 De España Al Japon: Itinerario Impresionista,Luis de Oteyza,2910024444507,0,Editorial Provisional Para Codigos
La Melodia De Doggerland,Alejandro Martinez,9788418828720,2021,Adarve Editorial
Conan De Cimmeria Nº 01/03 1932-1933,Robert E. Howard,9788445009734,2022,Minotauro
Guia Galactica Per A Autoestopistes,Douglas Adams,9788418292453,2021,Laertes
Gran Enciclopedia Del Disparate 2,Jose Luis Rodriguez Plasencia,9788478809882,1999,Temas De Hoy
Los Alpes En Invierno: Ensayos Sobre El Arte De Caminar,Leslie Stephen,9788417454609,2018,Siruela
A Peu Per Castella: Terres De Soria,Josep Maria Espinas,9788488791689,1999,La Campana
A Peu Pel Priorat 1957,Josep Maria Espinas,9788488791801,1999,La Campana
Manda Huevos,Albert Om,9788440691323,1999,Ediciones B
El Lobo Y El Cuervo,Diana L. Paxson,9788445501894,1998,S.L. Ediciones Apostrofe
La Luna Y El Sol (Premio Nebula 1998),Vonda N. Mcintyre,9788440693051,1999,Ediciones B
Relacion Del Viaje Que Hizo Desde Nueva España Las Islas Del Poni Ente Despues Filipinas Ruy Lopez De Villalobos De Orden Del Virrey De Nueva España Don Antonio De Mendoza,Garcia de Escalante Alvarado,9788481022346,1999,Universidad De Cantabria
La Leyenda De La Espada Quebrada,Sergio Araujo Cruz,9788494838385,2018,Fanes Editorial
Mi Nombre Es Legion,Roger Zelazny,9788435021326,2018,Edhasa
La Reina De Saba,Andre Malraux,9788499427218,2018,Peninsula
Imagenes De Suecia,Lars Gustafsson,9788417281588,2018,Nordica
Las Rosas Del Sur,Julio Llamazares,9788420432366,2018,Alfaguara
Mi Viaje A Lhasa,Alexandra David-Neel,9788494895807,2018,Tushita Edicions
Las Princesas Van A La Universidad,Brioche,9788417001513,2018,Plan B
Pharos Nº 34: El Ocaso De La Luz,Guy Haley,9788445005644,2018,Minotauro
Las Cosas Que Me Salvaron La Vida,Soy Una Pringada,9788417001551,2018,Plan B
Maraton Balcanico,Miguel Roan,9788417417017,2018,Caballo De Troya
El Paciente Siempre Llama Dos Veces,Enfermera Saturada,9788401021305,2018,Plaza & Janes Editores
El Whatsapp De Padres,Juan de Gorostidi,9788417001438,2018,Plan B
Corsarios De La Dragon De Hierro,C.l. Werner,9788445005637,2018,Minotauro
El Fin Del Imperio (Saga La Interdependencia 1),John Scalzi,9788445005620,2018,Minotauro
El Consejo De Hierro (Bas-Lag 3),China Mieville,9788417347123,2018,S.A. Ediciones B
La Redencion Del Tiempo,Baoshu,9788417347345,2018,S.A. Ediciones B
Cuaderno De Viajes De La Tierra Media,John Howe,9788445005576,2020,Minotauro
Cuentos Completos,Bram Stoker,9788483932421,2018,Paginas De Espuma
American Gods Ilustrado,Neil Gaiman,9788417305635,2018,Roca Editorial De Libros
Odyssey (Saga Assassin S Creed 11),Gordon Doherty,9788445005972,2018,Minotauro
Zhen-Galac (23 Teselas Cuadradas),Yoss,9788417283827,2017,Guantanamera Editorial
La Costa De Alabastro,Victoria Alvarez,9788491812319,2018,Alianza Editorial
Eden Interrumpido,Carlos Sisi,9788494870897,2018,Apache Libros
En Las Montañas De La Locura Y Otros Relatos,H.p. Lovecraft,9788417430047,2018,Alma Europa
El Horror De Dunwich Y Otros Relatos,H.p. Lovecraft,9788417430092,2018,Alma Europa
Desert Oath (Saga Assasin S Creed 9),Oliver Bowden,9788445005989,2018,Minotauro
Ahi Abajo Entre Raices Y Huesos,Seanan Mcguire,9788491813217,2018,Alianza Editorial
La Alondra Del Espacio,E.e. Smith,9788415157205,2018,Bibliopolis
La Fuente Del Fin Del Mundo,William Morris,9788494882920,2018,Razas Perdidas
Torn De Nit,Stephen King,9788494780080,2018,Males Herbes
Els Desposseits,Ursula K. Le Guin,9788416689804,2018,Rayo Verde
La Vampira De Venecia,Lorenzo Fernandez Bueno,9788417418342,2018,Almuzara
El Leopardo De Las Nieves,Peter Matthiessen,9788417454906,2018,Siruela
Trazos De Sangre,Poppy Z. Brite,9788494668296,2018,La Biblioteca De Carfax
Un Estruendo Sobre Las Frondas,Algernon Blackwood,9788494836541,2018,Hermida Editores S.L.
La Travesia De Groenlandia,Fridtjof Nansen,9788494388699,2018,Interfolio
El Dia Antes De La Revolucion,Ursula K. Le Guin,9788417281847,2018,Nordica
El Horla Y Otros Cuentos De Locura Y Horror,Guy de Maupassant,9788494884832,2018,Libros Del Zorro Rojo
Los Hijos De Hurin (Tapa Dura Lujo),J.r.r. Tolkien,9788445076347,2007,Minotauro
Cronicas Marcianas,Ray Bradbury,9788445013229,2022,Minotauro
El Señor De Los Anillos Nº 01/03 La Comunidad Del Anillo (Ne),J.r.r. Tolkien,9788445009598,2022,Minotauro
Inglaterra Salvaje,Richard Jefferies,9788412435337,2022,Aristas Martinez Ediciones
Zoo City (Cat),Lauren Beukes,9788412363388,2022,Mai Mes Editorial
La Frontera Interior (Premio Hotusa 2021),Manuel Moyano,9788491875819,2022,Rba Libros
El Coloso De Marusi,Henry Miller,9788435022552,2022,Edhasa
Dominio (Warhammer. Age Of Sigmar),Darius Hinks,9788445012253,2022,Minotauro
El Infierno Y Texas,Xavier B. Fernandez,9788412436181,2022,El Transbordador
Bajo La Luz Mortal,Katy Rose Pool,9788416517701,2022,Umbriel
Nos Devoro La Niebla,Marina Tena Tena,9788412104394,2022,Insolita Editorial
El Corazon De La Bruja,Genevieve Gornichec,9788416517749,2022,Umbriel
Guante Rojo,Holly Black,9788416517787,2022,Umbriel
Miles De Ojos,Maximiliano Barrientos,9789874822659,2022,Caja Negra Editora
El Escondite,Kiersten White,9788466672177,2022,S.A. Ediciones B
El Lapiz De Plata De Madame Chauchat,Angeles Garcia-Fresneda,9788412345896,2022,El Enves - Libros Disidentes
Els Despossets (Rustega) (5ª Ed.),Ursula K. Le Guin,9788419206954,2022,Rayo Verde
Los Viajes De Shackleton A La Antartida,Alberto Fortes,9788418227349,2022,El Viento
Fahrenheit 451,Ray Bradbury,9788412470789,2022,Libros Del Zorro Rojo
La Redencion De Rosalera,Tade Thompson,9788413627878,2022,Alianza Editorial
Una Leccion De Tinta Y Venganza,Victoria Lee,9788416517732,2022,Umbriel
La Espiral Y La Sombra,Rafael A. Jara Vicente,9788415148043,2012,Anroart Ediciones
El Dia Del Relampago (Caballo De Troya 10),J.j. Benitez,9788408112037,2013,Planeta
17 Cimas,Hector Oliva,9788493891091,2013,Librooks
El Superviviente,Wulf Dorn,9788494119637,2013,Duomo Editorial
El Principe Alberico Y La Dama Serpiente,Vernon Lee,9788477027485,2013,Valdemar
Un Dia En Barcelona,Daniel Brühl,9788415732013,2013,Indicios
Catmasutra Avançat,Maite Roldan,9788415695165,2013,Angle
365 Acudits Per A Culers,Andreu Gonzalez Castro,9788490341032,2013,Cossetania
Placeres Violentos,Chloe Gong,9788412365573,2022,Oceano
Rusia En 1931,Cesar Vallejo,9788484727767,2013,Renacimiento
Graceland,Chris Abani,9788415700692,2013,Baile Del Sol
¡Abajo El Colejio!,Ronald Searle,9788415578352,2013,Impedimenta
El Remo De 34,Joaquim Ruyra,9788432142598,2013,Rialp
Un Caso De Conciencia,James Blish,9788415157090,2013,Bibliopolis
El Mundo Hokum,Gabriel Bermudez Castillo,9788492492794,2013,La Biblioteca Del Laberinto
La Bomba Numero Seis Y Otros Relatos,Paolo Bacigalupi,9788415831020,2013,Fantascy
Bovedas De Acero / El Sol Desnudo (Saga De Los Robots 2),Isaac Asimov,9788498890822,2013,Alamut Ediciones
Cese De Alerta,Connie Willis,9788466652957,2013,S.A. Ediciones B
Como Apedrear A Un Escritor De Exito,Octavio Cortes Oliveras,9788494020469,2013,Sloper
Zombies Don T Cry,Rusty Fischer,9788415296799,2019,Dolmen Editorial
El Hobbit: Un Viaje Inesperado. Cronicas Ii,Daniel Falconer,9788445001257,2013,Minotauro
La Ciudad Y Las Estrellas,Arthur C. Clarke,9788498890815,2013,Alamut Ediciones
Busqueda De Kadji,Lin Carter,9788492492930,2013,La Biblioteca Del Laberinto
El Show De Grossman,Laura Fernandez,9788494077326,2019,Aristas Martinez Ediciones
Dotze Llunes A Saskatchewan,August Bover I Font,9788499753669,2013,Pages
La Daga De La Ceguera,Brent Weeks,9788415831068,2013,Fantascy
La Corte De Los Espejos,Concepcion Perea,9788415831013,2013,Fantascy
El Mal Menor,C. E. Feiling,9789505579259,2013,S.L. Fondo De Cultura Economica De España
Laberinto De Muerte,Philip K. Dick,9788445001486,2013,Minotauro
Mundos En El Abismo,Juan Miguel Aguilera Baixauli,9788415157076,2013,Bibliopolis
La Novela De La Patagonia,Ignacio Prieto Del Egido,9788496186811,2013,Castilla Ediciones
Hija De La Manigua,Ysabel Sanchez Ballesteros,9788496677791,2013,Dauro Ediciones
No Se Quien Eres,Miguel Torres Lopez de Uralde,9788415740049,2013,Menoscuarto
En El Remoto Cipango,Luis de Oteyza,9788415374428,2013,El Viento
El Cuarto Jinete. Armagedon,Victor Blazquez,9788415296911,2013,Dolmen Editorial
Shadowmarch 2: El Juego De Las Sombras,Tad Williams,9788498890860,2013,Alamut Ediciones
Viaje A La Antartida,Leon Lasa,9788415338703,2013,Almuzara
¡Bici! ¡Toro!,Edouard de Perrodil,9788494061028,2013,Interfolio
Susurros (Saga Susurros 1),A.g. Howard,9788494112324,2013,Oz Editorial
Relatos Desde El Avion,Mario Garces Sanagustin,9788484654452,2014,Mira
Adios A La Tierra,Isaac Asimov,9788498890785,2013,Alamut Ediciones
La Raya Permeable,Angel Garcia Prieto,9789898661005,2013,Dg Ediçoes
Tocando Fondo,Francisco Perez Terron,9788496677708,2013,Dauro Ediciones
Chistes Para Cachondos,Samuel Red,9788499173160,2013,Robinbook
El Decameron Negro,Leo Frobenius,9788496964914,2012,El Viento
El Cuarto Jinete (3ª Ed),Victor Blazquez,9788415296171,2012,Dolmen Editorial
Cabot Wright Vuelve A Las Andadas,James Purdy,9788493948948,2012,Escalera
El Corazon Del Tiempo (Saga Bellenuit 1),Juanjo de Goya,9788493869069,2012,Nowevolution
Autopsia Zombi,Steven C. Schlozman,9788415441090,2012,Berenice
El Guerrero De Marte: Bajo Las Lunas De Marte 3,Edgar Rice Burroughs,9788492492725,2012,La Biblioteca Del Laberinto
El Invitado De Dracula,Bram Stoker,9788496964990,2012,El Viento
La Mujer De Negro (3ª Ed.),Susan Hill,9788435010580,2012,Edhasa
Una Ciudad Asediada,Margaret Oliphant,9788493937911,2012,Fabulas De Albion
(Pe) Te Dejo Es Jodete Al Reves,Señorita Puri,9788467006148,2012,S.L.U. Espasa Libros
Trilogia Del Imperio,Isaac Asimov,9788498890723,2015,Alamut Ediciones
Y Una Cosa Mas,Eoin Colfer,9788433924001,2012,Anagrama
Tetrammeron,Jose Carlos Somoza,9788432214189,2012,Seix Barral
Shadowmarch 1: La Frontera De Las Sombras,Tad Williams,9788498890730,2012,Alamut Ediciones
¿Vamos A La Cama?,Sergio Fernandez,9788467007572,2012,S.L.U. Espasa Libros
La Condesa Sangrienta,Alejandra Pizarnik,9788496509726,2012,Libros Del Zorro Rojo
Dracula,Bram Stoker,9788477027225,2012,Valdemar
Noche De Difuntos Del 38,Manuel Martin,9788415296188,2012,Dolmen Editorial
Vigilantes Del Pasado,Orson Scott Card,9788498890716,2012,Alamut Ediciones
Neverwinter  (Libro Ii - Reinos Olvidados),R.a. Salvatore,9788448005139,2012,Timun Mas
La Hija Del Rey Del Pais De Los Elfos,Lord Dunsany,9788493890971,2012,Alfabia
Los Mejores Chistes De Parejas: El Libro Ms Divertido Desde Que D Ios Creo A Adan Y Eva,Samuel Red,9788499171944,2012,Robinbook
El Invitado De Dracula,Bram Stoker,9788477027232,2012,Valdemar
Lo Mejor Que Le Puede Pasar A Un Cruasan,Pablo Tusset,9788423326396,2012,Destino
Viajera Cronica,Hebe Uhart,9788492857418,2011,Adriana Hidalgo Editora
Teoria Del Majaron Malagueño (4ª Ed.),Alfonso Vazquez,9788415338581,2012,Almuzara
Viaje Hacia El Polo Sur Y Alrededor Del Mundo,James Cook,9788467007046,2012,S.L.U. Espasa Libros
La Noche De Los Monstruos,Mary Shelley,9788435010511,2012,Edhasa
El Camino De La Magia. Antologia,John Joseph Adams,9788445000441,2012,Minotauro
Un Viaje En Dhow La Tribu Que Crucifico A Jesucristo Y Otros Rek Latos (Cronica De Viaje 3),Norman Lewis,9788493927448,2012,Altair S.A.
Un Viaje A California,Alexandre Dumas,9788496964891,2012,El Viento
Corazon,Edmundo de Amicis,9789500398602,2012,Losada
Brasil Pais De Futuro,Stefan Zweig,9788493982768,2012,Capitan Swing
Mis Viajes Por Europa,Carmen de Burgos,9788483196878,2012,La Catarata (Asociacion Los Libros De La Catarata)
Donde Viven Los Dioses Menores: Una Inquietante Travesia Por Los Pirineos,Jokin Azketa,9788498292565,2012,Desnivel
¿Como Ye Lo Nuestro?,Maximino Rodriguez Rodriguez,9788403012899,2012,Aguilar
Caida Y Auge De Reginald Perrin,David Nobbs,9788415578161,2012,Impedimenta
La Casa Encantada,Charles Dickens,9788415116547,2012,Jaguar
Vacaciones En Roma,Henry James,9788415289432,2012,Abada
Nosotros Los Navegantes,David Lewis,9788496614154,2012,Melusina
Zona Uno,Colson Whitehead,9788408009290,2012,Planeta
Diarios De Las Estrellas,Stanislaw Lem,9788435021265,2003,Edhasa
El Tesoro De Mhorrer,M.f.w. Curran,9788498007176,2012,La Factoria De Ideas
Pagodas De Oro,Pierre Loti,9788497167871,2012,Jose J. De Olañeta
La Nieve Y Otros Complementos Circunstanciales,Xuan Bello,9788496457768,2012,Xordica Editorial
El Tao Del Viajero,Paul Theroux,9788420402710,2012,Alfaguara
La Hora Del Mar,Carlos Sisi,9788445000632,2012,Minotauro
A Proposito De Abbott,Chris Bachelder,9788415625063,2012,Libros Del Asteroide
Las Eternas,Victoria Alvarez,9788492929764,2012,Versatil
El Cuarto Oscuro,Alfonso Sastre Salvador,9788496584495,2012,Hiru Argitaletxea
El Miedo,Guy de Maupassant,9788415458081,2012,Eneida
Una Familia Feliz,David Safier,9788432210167,2012,Seix Barral
Tocando El Vacio (4ª Ed),Joe Simpson,9788498292626,2012,Desnivel
La Mision Del Embajador  (Serie De Kyralia 5 / Trilogia La Espia Traidora 1),Trudi Canavan,9788401352966,2012,Plaza & Janes Editores
Reamde,Neal Stephenson,9788466647687,2012,S.A. Ediciones B
Los Sueños De Jupiter,Ted Simon,9788493769451,2012,Interfolio
El Elfo Oscuro: Relatos,R.a. Salvatore,9788448007195,2012,Timun Mas
Hacia El Trono De Los Dioses,Herbert Tichy,9788493927462,2012,Altair S.A.
El Mar De Las Espadas,R.a. Salvatore,9788448005801,2012,Timun Mas
El Arte De El Hobbit,Wayne G. Hammond,9788445000489,2012,Minotauro
Los Guerreros De Dios (Guerras Husitas 2),Andrzej Sapkowski,9788498890747,2012,Alamut Ediciones
Golem Xiv,Stanislaw Lem,9788415130406,2012,Impedimenta
Estampas De Italia,Charles Dickens,9788415564225,2012,Nordica
Trilogia De Fundacion,Isaac Asimov,9788498890648,2020,Alamut Ediciones
El Libro De Oro De Los Chistes,Samuel Red,9788499172545,2012,Robinbook
La Chaise-Longue Victoriana,Marghanita Laski,9788415509073,2012,Automatica Editorial
La Hora Del Angel,Anne Rice,9788498726961,2012,B De Bolsillo (Ediciones B)
K2 El Nudo Infinito (4º Ed.),Kurt Diemberger,9788498292596,2012,Desnivel
Los Heroes (Novela Del Mundo De La Primera Ley),Joe Abercrombie,9788420608686,2012,Alianza Editorial
El Viaje A Persia,Alfred G. Kavanagh,9788497167857,2012,Jose J. De Olañeta
21.12,Dustin Thomason,9788492915156,2012,Umbriel
Aleacion De Ley (Saga Nacidos De La Bruma 4),Brandon Sanderson,9788466651752,2012,S.A. Ediciones B
El Estigma De Errtu,R.a. Salvatore,9788448038397,2010,Timun Mas
El Laboratorio De Las Almas,Frank Tallis,9788467007701,2012,S.L.U. Espasa Libros
El Hobbit (Catala),J.r.r. Tolkien,9788482645957,2012,La Magrana
El Manantial,Alejandro Castroguer,9788415296492,2012,Dolmen Editorial
La Confesora (La Espada De La Verdad Nº 22),Terry Goodkind,9788448006488,2012,Timun Mas
Estampas Egipcias,Jose Maria Eça de Queiros,9788415130345,2012,Impedimenta
1001 Chistes Inolvidables,Samuel Red,9788499172934,2012,Robinbook
Frankenstein O El Moderno Prometeo,Mary Shelley,9788477027393,2013,Valdemar
Cosmos,Raymond Palmer,9788492492824,2013,La Biblioteca Del Laberinto
De Madrid Al Zielo,Alfonso Zamora Llorente,9788415296744,2013,Dolmen Editorial
Lucky Starr 2,Isaac Asimov,9788498890754,2012,Alamut Ediciones
El Dicciomario,Mario Coll Rodriguez,9788499311364,2012,Vertice
American Gods,Neil Gaiman,9788499185422,2012,Roca Editorial De Libros
Time Riders: Los Vigilantes Del Tiempo,Alex Scarrow,9788492472420,2012,Marlow
La Fortaleza,F. Paul Wilson,9788498890778,2012,Alamut Ediciones
España Negra,Emile Verhaeren,9788497167765,2012,Jose J. De Olañeta
El Jinete De La Onda Del Shock,John Brunner,9788496208858,2012,Gigamesh
Viaje A Los Pirineos Y Los Alpes,Victor Hugo,9788492963461,2012,Alhena Media
El Libro De Los Sueños Y Los Fantasmas,Andrew Lang,9788415462026,2012,Erasmus Ediciones
La Fuga Del Naufrago,Miquel Silvestre,9788492979370,2016,Barataria
Citas Celebres Impertinentes,Samuel Red,9788499173061,2013,Robinbook
The Host = La Huesped,Stephenie Meyer,9788483654842,2013,Suma
Travesia Americana,Manuel Moyano,9788494087615,2012,Nausicaa
¿Por Que Nos Gustan Las Guapas?,Rafael Azcona,9788493977252,2012,Fulgencio Pimentel Sl
El Horror De Dunwich,H.p. Lovecraft,9788494033636,2012,Libros Del Zorro Rojo
Melmoth El Errabundo (2ª Ed.),Charles Robert Maturin,9788477027331,2005,Valdemar
Snuff,Terry Pratchett,9788401353635,2013,Plaza & Janes Editores
Por Las Rutas Y Selvas Del Indostan,Helena Petrovna Blavatsky,9788499501031,2012,Libreria Argentina (Uni Yoga)
Curso De Oregones Para Foranos: Volumen 2 Pues,Jose Videgain,9788484654346,2015,Mira
La Reina Traidora (Serie De Kyralia 7 / Trilogia La Espia Traidor A 3),Trudi Canavan,9788401354182,2013,Plaza & Janes Editores
La Vuelta Al Mundo En 10 Años,Pablo Rey,9788461571765,2012,Autor-Editor
Dracula (Anotado),Bram Stoker,9788446031758,2012,Akal
Gritos Antes De Morir,Laura Falco Lara,9788494015663,2012,Libros Del Silencio
Jordan (Caballo De Troya 8),J.j. Benitez,9788408108115,2011,Planeta
Centuria: Cien Breves Novelas-Rio (Premio Viareggio),Giorgio Manganelli,9788433976024,2013,Anagrama
Ocho Viajes Con Simbad: Palabra E Imagen,Siri Hustvedt,9788415303282,2011,La Fabrica
Fantasmas De Piedra: Cuando Una Aldea Era El Mundo  (Premio Calam O Otra Mirada 2011),Mauro Corona,9788493755584,2011,Altair S.A.
Diario Del Polo Sur: El Ultimo Viaje Del Capitan Scott 1910-1912,Robert Falcon Scott,9788493769499,2011,Interfolio
Axiomatico (2ª Ed.),Brendan Morrissey,9788415156352,2011,Ajec
Omnibus Jeeves: Tomo Ii (De Acuerdo Jeeves / Jubilo Matinal/ Ade Lante Jeeves),A. Colombo,9788433976031,2011,Anagrama
Viatge Per La Costa Brava,Xavier Moret,9788496905634,2011,Brau Edicions
Festin De Cuervos (Ed. Lujo) (Saga Cancion De Hielo Y Fuego 4),George R.r. Martin,9788496208520,2011,Gigamesh
El Peregrino Entretenido,Ciro Bayo,9788484726432,2011,Renacimiento
Cana (Caballo De Troya 9),J.j. Benitez,9788408108122,2011,Planeta
El Apagon,Connie Willis,9788466649797,2011,S.A. Ediciones B
La Biblia En España,George Borrow,9788484726548,2011,Renacimiento
Trilogia Sieteaguas (Estuche 3 Vols): La Hija Del Bosque/ El Hijo De Las Sombras/ El Hijo De La Profecia,Juliet Marillier,9788435021098,2011,Edhasa
Cesarea (Caballo De Troya 5),J.j. Benitez,9788408108085,2011,Planeta
World Of Warcraft: Corazon De Lobo,Carmel Allen,9788498858020,2011,Panini
Entre Vampiros,Maria Jose Tirado,9788496851658,2011,Ediciones I
Masada (Caballo De Troya 2),J.j. Benitez,9788408108054,2011,Planeta
El Largo Hilo De Seda: Viaje Por Las Montañas Y Los Desiertos De Asia Central (2ª Ed.),Ana Diaz Hernandez,9788415174134,2011,Forcola
Aquelarre: Antologia Del Cuento De Terror Español Actual (2ª Ed.),Antonio Romar,9788415065142,2011,Salto De Pagina
Nocturno: Un Viaje En Busca De La Luz De La Luna,James Atlee,9788493859510,2011,Atico De Los Libros
Historias De Fantasmas (Confabulaciones 101),Joseph Sheridan Le Fanu,9788415458388,2017,Eneida
Las Ratas,James Herbert,9788494668203,2017,La Biblioteca De Carfax
Socotra La Isla De Los Genios,Jordi Esteva,9788493846657,2011,Atalanta
Cartas De España,Mario Hernandez,9788497167390,2011,Jose J. De Olañeta
Del Origen Y El Progreso Del Cafe,Antoine Galland,9788497167406,2011,Jose J. De Olañeta
Doblan Por Los Mastines (Saga Malaz: El Libro De Los Caidos 8),Steven Erikson,9788466659758,2017,S.A. Ediciones B
En El Barco De Ise,Suso Mourelo Gomez,9788415958604,2017,La Linea Del Horizonte Ediciones
Nomada En Samarkanda,Miquel Silvestre,9788460854449,2017,Autor-Editor
La Emocion Del Nomada,Miquel Silvestre,9788461754328,2017,Autor-Editor
Dickon El Diablo,Joseph Sheridan Le Fanu,9788477028574,2017,Valdemar
